,position,company,state,salary,currency,start_sal,end_sal,term
6891,Admin Assistant,PKSJ Fertilizers Sdn Bhd,Petaling Jaya,MYR 1.8K - 2.2K monthly,MYR,1800,2200,monthly
6892,Senior Software Engineers,Ambition Group Malaysia Sdn Bhd,Kuala Lumpur,MYR 7K - 10K monthly,MYR,7000,1000,monthly
6893,Accounts & Tax Executive,YYC & Co,Selangor,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
6894,Barista (Thomson Hospital Kota Damansara),Berjaya Starbucks Coffee Company Sdn Bhd,Selangor,MYR 1.3K - 1.5K monthly,MYR,1300,1500,monthly
6895,OPERATOR,Nasty Worldwide Sdn Bhd,Negeri Sembilan,MYR 1.1K - 1.6K monthly,MYR,1100,1600,monthly
6897,Work in India-Construction Project Manager (MF48989),Agensi Pekerjaan Reeracoen Malaysia Sdn Bhd,"Johor, Kedah, Kuala Lumpur, Kelantan, Melaka, Negeri Sembilan, Penang, Pahang, Perak, Perlis, Sabah, Selangor, Sarawak, Terengganu, Labuan, Putrajaya",MYR 20K - 26K monthly,MYR,2000,2000,monthly
6898,SAP ABAP Developer,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,Selangor,MYR 8K - 12K monthly,MYR,8000,1000,monthly
6899,Senior Embedded Software Engineer (Firmware),DDMAN Sdn Bhd - Automotive Solution Provider,Penang,MYR 5K - 9K monthly,MYR,5000,9000,monthly
6901,Product Executive,INFANT FOREST TRADING,Cheras,MYR 2.3K - 3.3K monthly,MYR,2300,3300,monthly
6902,"Global Digital Marketing (Japanese Speaker) 49028,up to RM7K (CJ)）",Agensi Pekerjaan Reeracoen Malaysia Sdn Bhd,Kuala Lumpur,MYR 5K - 7K monthly,MYR,5000,7000,monthly
6905,Sales Graduate Development Program (February Intake),Dell Global Business Center Sdn Bhd,Penang,MYR 2.5K - 3.2K monthly,MYR,2500,3200,monthly
6907,PROCESS TECHNICIAN,NGK ELECTRONICS DEVICES (M) SDN. BHD.,Bayan Lepas,MYR 1.7K - 2.4K monthly,MYR,1700,2400,monthly
6908,Marketing Executive,JESS Technology Sdn Bhd,"Kuala Lumpur, Selangor",MYR 2.5K - 3.6K monthly,MYR,2500,3600,monthly
6909,Production Engineer (Feed Milling),Dindings Poultry Development Centre Sdn. Bhd.,Johor,MYR 2.8K - 3.2K monthly,MYR,2800,3200,monthly
6922,Admin Assistant,FIRST GLOBAL PROPERTIES SDN. BHD.,Petaling Jaya,MYR 2K - 2.5K monthly,MYR,2000,2500,monthly
6923,Graphic Designer for Beauty line,X-BEAUTY & AESTHETIC,Kuala Lumpur,MYR 2.2K - 4K monthly,MYR,2200,4000,monthly
6924,Personal Assistant to Director,Apex Kualiti Sdn Bhd,Kuala Lumpur,MYR 2K - 3K monthly,MYR,2000,3000,monthly
6925,Warehouse Supervisor,HPL Logistics Solution Sdn Bhd,Selangor,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
6926,JUNIOR BUYER,Baloy Sdn. Bhd.,Shah Alam/Subang,MYR 3.5K - 4.9K monthly,MYR,3500,4900,monthly
6930,FP&A Analyst (CoE),TEC D (MALAYSIA) SDN. BHD.,Selangor,MYR 3.6K - 4.6K monthly,MYR,3600,4600,monthly
6931,Sales and Service Executive销售与服务主管,Prestavest Memorial Park,Kulim,MYR 1.5K - 3K monthly,MYR,1500,3000,monthly
6933,DIALYSIS MANAGER (Based at HQ),NKF-Yayasan Buah Pinggang Kebangsaan Malaysia,Petaling Jaya,MYR 3.5K - 6K monthly,MYR,3500,6000,monthly
6934,Telemarketer,Melodies Management,Johor Bahru,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
6939,HR Executive,My Hero Hypermarket Sdn Bhd,Cheras,MYR 2.3K - 2.8K monthly,MYR,2300,2800,monthly
6943,OPERATION MANAGER,KS AQUACULTURE SDN BHD,Selangor - Others,MYR 4.5K - 6.3K monthly,MYR,4500,6300,monthly
6945,Finance Manager,AGILE REAL ESTATE DEVELOPMENT (M) SDN. BHD.,Kuala Lumpur,MYR 6.8K - 8K monthly,MYR,6800,8000,monthly
6948,Account Executive (Accounting Firm) (Immediate Vacancy),Steve & Ting Accounting,Selangor - Others,MYR 3.5K - 4.9K monthly,MYR,3500,4900,monthly
6950,Customer Service Executive,Cube Self Storage Sdn Bhd,Petaling Jaya,MYR 2.7K - 4.5K monthly,MYR,2700,4500,monthly
6951,Assistant Project Manager (Shariah),ZICO Shariah Advisory Services Sdn Bhd,Kuala Lumpur,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
6953,Software Engineer - Java,Agensi Pekerjaan Execsearch Sdn Bhd,"Kuala Lumpur, Selangor",MYR 3.5K - 6.5K monthly,MYR,3500,6500,monthly
6954,Pre-printing Engineer,BAOSTEEL CAN MAKING (MALAYSIA) SDN. BHD.,Selangor - Others,MYR 3K - 3.3K monthly,MYR,3000,3300,monthly
6955,Accounts Manager /Accounts  Executive | Based in Muar | Manufacturing,Agensi Pekerjaan Jobbuilder Sdn Bhd (JTKSM143B),Johor,MYR 3.5K - 7K monthly,MYR,3500,7000,monthly
6957,System Developer,CIMB Group,Kuala Lumpur,MYR 8K - 11K monthly,MYR,8000,1000,monthly
6959,"Business Development, Senior Executive / Assistant Manager",BAWANGCHAJI GROUP SDN. BHD.,Kuala Lumpur,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
6960,Internship for Accounting Students,QL Kitchen Sdn Bhd,Selangor,MYR 800 - 1K monthly,MYR,800,1000,monthly
6961,"Business Development Manager (Hunter role- Warehouse/Freight Knowledge, KL)",CEVA Freight Holdings (Malaysia) Sdn Bhd,Selangor,MYR 7K - 10K monthly,MYR,7000,1000,monthly
6962,Internship,Baloy Sdn. Bhd.,Shah Alam/Subang,MYR 800 - 1K monthly,MYR,800,1000,monthly
6963,"ASSISTANT MANAGER/SENIOR EXECUTIVE, BUSINESS DEVELOPMENT-PARTNERSHIP DEVELOPMENT",RCE Capital Berhad,Kuala Lumpur,MYR 4.5K - 6K monthly,MYR,4500,6000,monthly
6978,Elite Life Planner,CARRY-ON LIVING AGENCY,Ipoh,MYR 3K - 5K monthly,MYR,3000,5000,monthly
6982,Senior Executive- Brand & Communications,Sun Life Malaysia Assurance Berhad,Kuala Lumpur,MYR 4K - 5.5K monthly,MYR,4000,5500,monthly
6983,Japanese Speaking Finance & Admin Executive (PJ),Agensi Pekerjaan Career Medi (M) Sdn Bhd,Selangor,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
6986,Real Time Analyst (ePayment Gateway),TDCX,Kuala Lumpur,MYR 4.5K - 5.5K monthly,MYR,4500,5500,monthly
6987,Driver,Business Media International Sdn. Bhd.,Selangor,MYR 1.8K - 2.5K monthly,MYR,1800,2500,monthly
6988,Digital Marketing Specialist,OCBC Bank (Malaysia) Bhd,Kuala Lumpur,MYR 7K - 12K monthly,MYR,7000,1000,monthly
6995,Software Engineer,AlsonMedia Sdn Bhd,Kuala Lumpur,MYR 4K - 8K monthly,MYR,4000,8000,monthly
6998,Sales Executive,Chemia World Sdn Bhd,Kuala Lumpur,MYR 3K - 5K monthly,MYR,3000,5000,monthly
6999,Recruitment Consultant - IT,Kelly Services (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
7001,Digital Marketing Executive,Sym World  Sdn Bhd,Petaling Jaya,MYR 3K - 4K monthly,MYR,3000,4000,monthly
7003,Personal Assistant to MD,NBC Land Sdn Bhd,Selangor,MYR 5K - 6.5K monthly,MYR,5000,6500,monthly
7004,Senior Technical Sales Engineer,WATERCO (FAR EAST) SDN BHD,Selangor,MYR 5K - 6.5K monthly,MYR,5000,6500,monthly
7005,Regional Sales Executive (Manufacturing background),Linocraft Printers Sdn Bhd,Johor Bahru,MYR 4K - 6K monthly,MYR,4000,6000,monthly
7006,Branding and Digital Marketing Executive,Amazonite Advertising,Kuala Lumpur,MYR 2.7K - 3.5K monthly,MYR,2700,3500,monthly
7007,Project Engineer (Power Generation) - Puchong,Kelly Services (Malaysia) Sdn Bhd,"Kuala Lumpur, Selangor, Putrajaya",MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
7008,"MANAGER, HUMAN RESOURCE & ADMINISTRATION",UMP Holdings & Group (subsidiary of UMP Malaysia),Kuantan,MYR 5K - 7K monthly,MYR,5000,7000,monthly
7010,Admin Executive,IAM-Wonderware Sdn. Bhd.,Shah Alam/Subang,MYR 1.7K - 2.3K monthly,MYR,1700,2300,monthly
7013,Pastry Chef (OEM),FAN JAPAN (MALAYSIA) SDN. BHD.,Petaling Jaya,MYR 5K - 7K monthly,MYR,5000,7000,monthly
7016,QA ENGINEER,Technocom Systems Sdn Bhd,Johor,MYR 2.2K - 3.1K monthly,MYR,2200,3100,monthly
7017,Production Assistant (Food Industry),NZ FROZEN INDUSTRIES SDN BHD,Johor Bahru,MYR 2.1K - 2.7K monthly,MYR,2100,2700,monthly
7018,QA Engineer,Sweng Maju Sdn Bhd,Butterworth,MYR 4K - 6K monthly,MYR,4000,6000,monthly
7019,Electrical Engineer,Ann Joo Steel Berhad,Perai,MYR 2.8K - 3.9K monthly,MYR,2800,3900,monthly
7021,Model Validation Manager,RHB Banking Group,Kuala Lumpur,MYR 6K - 9K monthly,MYR,6000,9000,monthly
7026,Accounts Payable Analyst - Japanese Speaker (Fresh Grad) (AP),Ambition Group Malaysia Sdn Bhd,Kuala Lumpur,MYR 4K - 6K monthly,MYR,4000,6000,monthly
7027,Draughtsman,F & B Equipment Sdn Bhd,Selangor,MYR 1.8K - 2.5K monthly,MYR,1800,2500,monthly
7028,Senior Software Developer,Vincaps Sdn Bhd,Bayan Lepas,MYR 7K - 10K monthly,MYR,7000,1000,monthly
7029,WIREMEN PW4,ACCELUTION SDN. BHD.,Kuala Lumpur,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
7030,"Sales Consultant (Financial) (RM 3,000 +Commission + Incentive +Trip reward)",First Wealth Consultancy,Johor Bahru,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
7034,Human Resource And Administration Executive,Lion Klang Parade Sdn Bhd,Selangor,MYR 4.5K - 6.3K monthly,MYR,4500,6300,monthly
7035,Senior Research & Development Executive,Gourmessa Sdn Bhd,Klang/Port Klang,MYR 3.8K - 4.6K monthly,MYR,3800,4600,monthly
7037,Principal (International School/ Based in Johor),Agensi Pekerjaan CareerMaster Sdn Bhd,Johor,MYR 25K - 40K monthly,MYR,2000,4000,monthly
7038,Internship for Accounting Students,YYC & Co PLT,Kuala Lumpur,MYR 600 - 800 monthly,MYR,600,800,monthly
7039,ECE JUNIOR LECTURER,Cosmopoint Sdn Bhd,Kuala Lumpur,MYR 2K - 2.5K monthly,MYR,2000,2500,monthly
7040,Accounts Payable & Receivable Officer,Agensi Pekerjaan Chrisjac Sdn Bhd,Petaling Jaya,MYR 2.5K - 3.2K monthly,MYR,2500,3200,monthly
7042,PROFESSIONAL TRAINING & EDUCATION FOR GROWTH ENTREPRENEURS - PROTÉGÉ TRAINEE,Sime Darby Industrial,Selangor,MYR 2K - 2K monthly,MYR,2000,2000,monthly
7043,BRAND EXECUTIVE,Ngee Cycle Trading Sdn Bhd,Selangor,MYR 4K - 5.5K monthly,MYR,4000,5500,monthly
7044,Engineering Manager,Jstar Motion Sdn Bhd,Johor,MYR 8K - 11K monthly,MYR,8000,1000,monthly
7045,Web Designer,PURETECH GLOBAL SDN BHD,Selangor,MYR 3.3K - 4.3K monthly,MYR,3300,4300,monthly
7047,"Barista (Setia Walk, Puchong)",Berjaya Starbucks Coffee Company Sdn Bhd,"Kuala Lumpur, Selangor",MYR 1.3K - 1.5K monthly,MYR,1300,1500,monthly
7051,Technical Analyst,Tungsten Network,Kuala Lumpur,MYR 5K - 6K monthly,MYR,5000,6000,monthly
7053,Indoor Telemarketing Executive,MYU Properties,Puchong,MYR 1.8K - 2.1K monthly,MYR,1800,2100,monthly
7057,Mechanical Designer,Cortex Robotics Sdn Bhd,Bayan Lepas,MYR 2.8K - 3.5K monthly,MYR,2800,3500,monthly
7058,"Assistant Manager, Purchasing",Company Confidential,Klang/Port Klang,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
7059,Senior Human Resource cum Admin Executive,AFFIRM PLUS PROPERTIES SDN BHD,Kuala Lumpur,MYR 3.8K - 5K monthly,MYR,3800,5000,monthly
7061,Site Engineer Supervisor,GURORI SDN. BHD.,Kuala Lumpur,MYR 2.2K - 3.1K monthly,MYR,2200,3100,monthly
7065,Production Supervisor,BWY HOLDINGS SDN. BHD.,Shah Alam/Subang,MYR 2K - 3.7K monthly,MYR,2000,3700,monthly
7066,Junior Inside Product Specialist (Fresh Graduate),Dell Global Business Center Sdn Bhd,Penang,MYR 2.7K - 3K monthly,MYR,2700,3000,monthly
7067,Quality Assurance Specialist (1 Year Contract),Kuehne + Nagel Sdn Bhd,Shah Alam/Subang,MYR 3K - 4K monthly,MYR,3000,4000,monthly
7071,SPANISH SPEAKING TECHNICAL HELPDESK (REF: AK),JAC Recruitment Malaysia,Kuala Lumpur,MYR 3.5K - 4.9K monthly,MYR,3500,4900,monthly
7072,Graphic Designer,Sunrider International (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
7073,Admin cum HR Assistant Manager – JB,Agensi Pekerjaan AN Asia Sdn Bhd,Johor Bahru,MYR 4.5K - 5.5K monthly,MYR,4500,5500,monthly
7074,Software QA- Senior Test Analyst,Convoy (Malaysia) Sdn. Bhd.,Kuala Lumpur,MYR 5K - 8K monthly,MYR,5000,8000,monthly
7075,Senior Car Mechanic,POINT S - JALAN KLANG LAMA,Kuala Lumpur,MYR 4K - 5K monthly,MYR,4000,5000,monthly
7077,Chargeman BO,Calsonic Kansei Malaysia Sdn Bhd,Johor Bahru,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
7078,Boiler Engineer,Samling Group of Companies,Miri,MYR 3K - 7K monthly,MYR,3000,7000,monthly
7079,Electrical Designer,EASY PACK MACHINERY SDN BHD,Penang,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
7080,"Senor Executive, Marketing (Based in Kedah)",Tokio Marine Insurans (Malaysia) Berhad,Alor Setar,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
7081,Finance Manager,Aspen Vision Development Sdn Bhd,Kulim,MYR 6.5K - 8K monthly,MYR,6500,8000,monthly
7082,Solidity Developer / Smart Contracts Developer / Blockchain Developer,Cubee Technology (M) Sdn Bhd,"Kuala Lumpur, Petaling Jaya",MYR 12K - 15K monthly,MYR,1000,1000,monthly
7085,Warehouse Leader,Camatic Seating Sdn.Bhd,Klang/Port Klang,MYR 2K - 3K monthly,MYR,2000,3000,monthly
7088,"Senior Manager/ Manager, Credit Control (based in Subang/Shah Alam)",Company Confidential,"Shah Alam/Subang, Subang Jaya",MYR 5.5K - 10K monthly,MYR,5500,1000,monthly
7090,Senior Project Engineer,Hexamine Sdn Bhd,Kuala Lumpur,MYR 3.5K - 4.9K monthly,MYR,3500,4900,monthly
7091,Assistant Engineer/ Engineer Assistant/ Technician,Renesas Semiconductor (Malaysia) Sdn Bhd,Bayan Lepas,MYR 1.6K - 2K monthly,MYR,1600,2000,monthly
7093,HOSTEL SUPERVISOR,Osadi Commercial Supplies Sdn Bhd,Taiping,MYR 2K - 2.5K monthly,MYR,2000,2500,monthly
7096,Sales & Marketing Admin Officer/ Executive (Shah Alam),Agensi Pekerjaan SGS Sdn Bhd (JTKSM 416A),Selangor,MYR 2K - 3.8K monthly,MYR,2000,3800,monthly
7097,Commis I/II,Empire Hotel Subang,Selangor,MYR 1.8K - 2.5K monthly,MYR,1800,2500,monthly
7098,Project Engineer,JHR PRESTASI RESOURCES SDN BHD,Puchong,MYR 3.2K - 5K monthly,MYR,3200,5000,monthly
7099,Senior Project Manager,Zanko Sdn Bhd,Kuala Lumpur,MYR 8K - 15K monthly,MYR,8000,1000,monthly
7105,APAC Learning and Development Head,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 30K - 40K monthly,MYR,3000,4000,monthly
7106,NETWORK ENGINEER,Bridgenet Solutions Sdn Bhd,Kuala Lumpur,MYR 2.2K - 4K monthly,MYR,2200,4000,monthly
7113,PURCHASING OFFICER,Ni Hsin Corporation Sdn Bhd,Selangor,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
7114,"Sales Team Lead (Salary up to RM 6,500 per month)",S L NG Group of Companies,Johor Bahru,MYR 3.5K - 4.9K monthly,MYR,3500,4900,monthly
7116,IT Risk Specialist (Kuala Lumpur),Agensi Pekerjaan Career Medi (M) Sdn Bhd,Kuala Lumpur,MYR 4.8K - 6.7K monthly,MYR,4800,6700,monthly
7122,Process cum Product Development Engineer,Agensi Pekerjaan & Perundingcara Bright Prospect Sdn Bhd,Johor,MYR 3K - 5K monthly,MYR,3000,5000,monthly
7124,Project Development,Klanggroup Holdings Sdn Bhd,Selangor,MYR 2K - 3.5K monthly,MYR,2000,3500,monthly
7125,MANAGEMENT TRAINEE,Innopreneur Sdn Bhd,Penang,MYR 4K - 8K monthly,MYR,4000,8000,monthly
7127,Senior Logistics Operation Manager,OM MATERIALS (M) SDN. BHD.,Bintulu,MYR 8K - 10K monthly,MYR,8000,1000,monthly
7128,Human Resource Executive,"Synergy House Furniture Sdn Bhd - Location at Top Glove Tower, Setia Alam",Selangor,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
7130,Wintel System Engineer,Procurri Malaysia Sdn Bhd,Selangor,MYR 5.5K - 6.5K monthly,MYR,5500,6500,monthly
7131,Sales Executive,Kimmu Trading Sdn Bhd,"Batu Pahat, Kuala Lumpur",MYR 1.8K - 4K monthly,MYR,1800,4000,monthly
7133,Marketing Executive (Basic + Commission,DIRGAHAYU CONSULTANCY,"Kuala Lumpur, Selangor",MYR 4.5K - 9K monthly,MYR,4500,9000,monthly
7134,SUPPLIER QUALITY ENGINEER,Technocom Systems Sdn Bhd,Johor,MYR 2.2K - 3.1K monthly,MYR,2200,3100,monthly
7136,Admin Clerk,TSH Home Trading,Penang - Others,MYR 1.2K - 1.8K monthly,MYR,1200,1800,monthly
7138,"Director of Full Turnkey Division- (Up to RM 18,000/ Based in Indonesia)",Agensi Pekerjaan CareerMaster Sdn Bhd,"Johor, Kedah, Kuala Lumpur, Kelantan, Melaka, Negeri Sembilan, Penang, Pahang, Perak, Perlis, Sabah, Selangor, Sarawak, Terengganu, Labuan, Putrajaya",MYR 13K - 18K monthly,MYR,1000,1000,monthly
7140,Life Planner & Insurance Consultant / Takaful Advisor ( sales ),PROSPEROUS WEALTH MANAGEMENT CONSULTANCY,Kuala Lumpur,MYR 2.5K - 7K monthly,MYR,2500,7000,monthly
7142,Recruitment Consultant - KL,Agensi Pekerjaan AN Asia Sdn Bhd,Kuala Lumpur,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
7145,Digital Marketer,PLATINUM CODE SDN. BHD.,Petaling Jaya,MYR 1.8K - 4K monthly,MYR,1800,4000,monthly
7150,Market Research Consultant (Project Information Researcher),BCI Asia Construction Information Sdn Bhd,"Kuala Lumpur, Selangor, Johor Bahru",MYR 2.5K - 3.2K monthly,MYR,2500,3200,monthly
7151,Executive - Sales,Euro-Atlantic (Johor) Sdn Bhd,Johor Bahru,MYR 3.5K - 4K monthly,MYR,3500,4000,monthly
7154,Business Development Executive,GoalsMapper Malaysia,Petaling Jaya,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
7155,COSTING ASSISTANT OFFICER / OFFICER,Showa Deko Materials (Johor) Sdn. Bhd.,Johor - Others,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
7156,Traffic Management Officer,Company Confidential,Selangor,MYR 3.5K - 5.2K monthly,MYR,3500,5200,monthly
7158,Infomation Technology Executive,Credit Bureau Malaysia Sdn Bhd,Petaling Jaya,MYR 2.5K - 3K monthly,MYR,2500,3000,monthly
7160,SHIPPING ASSISTANT,Leeden Powerweld Sdn Bhd,Melaka,MYR 1.6K - 2K monthly,MYR,1600,2000,monthly
7164,CNC Programmer,SPHINX PRECISION SDN. BHD.,Puchong,MYR 3.5K - 7K monthly,MYR,3500,7000,monthly
7166,Finance Administration Assistant,LUXCHEM TRADING SDN BHD,Selangor,MYR 1.8K - 2.7K monthly,MYR,1800,2700,monthly
7167,Legal Assistant,Jie Communication Sdn Bhd (realme Malaysia）,Petaling Jaya,MYR 2.4K - 3K monthly,MYR,2400,3000,monthly
7169,Accounting Assistant,Yunda Express Sdn Bhd,Shah Alam/Subang,MYR 1.8K - 2.6K monthly,MYR,1800,2600,monthly
7170,Operations Executive,Hairizon Hub Sdn. Bhd.,Puchong,MYR 1.9K - 2.5K monthly,MYR,1900,2500,monthly
7171,Internship for Business Administration Students,LEAD ENTREPRENEUR,Johor,MYR 600 - 800 monthly,MYR,600,800,monthly
7176,SAFETY EXECUTIVE,DECATHLON LOGISTIC MALAYSIA SDN BHD,Johor - Others,MYR 3.5K - 7K monthly,MYR,3500,7000,monthly
7179,Senior HR Executive (Recruitment),Thunder Print Sdn Bhd,Sungai Petani,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
7180,SYSTEM ANALYST,Yik Bee Trading Sdn Bhd,Selangor,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
7182,Automotive Parts Executive,Munich Precision Sdn Bhd,Petaling Jaya,MYR 3K - 4K monthly,MYR,3000,4000,monthly
7183,Senior Process Engineer (industrial construction),EPS Malaysia,Kedah,MYR 6K - 8K monthly,MYR,6000,8000,monthly
7188,BUILDING MAINTENANCE,MUTIARA QTECH CORP. SDN. BHD.,Johor Bahru,MYR 1.5K - 2K monthly,MYR,1500,2000,monthly
7191,Teacher,Tadika Mesra Bahagia,Penang - Others,MYR 1.2K - 1.8K monthly,MYR,1200,1800,monthly
7192,ADMIN ASSISTANT,Ascent Auto Malaysia Sdn Bhd,Shah Alam/Subang,MYR 2.5K - 2.7K monthly,MYR,2500,2700,monthly
7193,Production Chemical Engineer (Sendayan),TMC Metal (Malaysia) Sdn Bhd,Seremban,MYR 4.5K - 5.5K monthly,MYR,4500,5500,monthly
7194,Sales Reprentative,Fimmex Trading Sdn Bhd,"Johor, Negeri Sembilan, Kuantan, Melaka, Kota Bharu",MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
7196,M & E Supervisor / Project Engineer,Aircomaster Sdn Bhd,"Kajang/Bangi/Serdang, Kuala Lumpur",MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
7197,Internship for Cordinator/ Human Resource Management Students (Internship),AFFIRM PLUS PROPERTIES SDN BHD - Alex Chong - Group Director - ACG group -868-,Kuala Lumpur,MYR 500 - 700 monthly,MYR,500,700,monthly
7200,Accounts cum Administration Executive,Gladiolab Sdn. Bhd.,Kuala Lumpur,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
7202,Order Management / Master Data Manager,Company Confidential,Selangor,MYR 10K - 17K monthly,MYR,1000,1000,monthly
7204,HEAD OF RADIOLOGY,HOSPITAL PUSRAWI SDN. BHD.,Kuala Lumpur,MYR 3.2K - 8.5K monthly,MYR,3200,8500,monthly
7206,Pharmacist,Big Pharmacy Healthcare Sdn  Bhd,"Johor, Kedah, Kuala Lumpur, Kelantan, Melaka, Negeri Sembilan, Penang, Pahang, Perak, Perlis, Sabah, Selangor, Sarawak, Terengganu, Labuan, Putrajaya",MYR 6K - 9K monthly,MYR,6000,9000,monthly
7207,Management Trainee,IPPFA SDN BHD,"Kuala Lumpur, Selangor",MYR 2K - 4K monthly,MYR,2000,4000,monthly
7208,Internship for Business Studies/Administration Students,Business Media International,Selangor,MYR 800 - 800 monthly,MYR,800,800,monthly
7211,Senior Engineer/ Engineer -  Validation & Process,Texchem Life Sciences Sdn Bhd,Selangor,MYR 4.8K - 5K monthly,MYR,4800,5000,monthly
7212,Experienced Accounts Associate,KTP & COMPANY PLT,Johor Bahru,MYR 2.5K - 3K monthly,MYR,2500,3000,monthly
7217,Part Inventory,GB MOTORCYCLES SDN BHD  (HARLEY-DAVIDSON OF PENANG),Perai,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
7220,Secretary Cum Admin (Executive Assistant)Immediate Hiring at KL,Adecco Staffing & Outsourcing Sdn Bhd,Kuala Lumpur,MYR 4.5K - 5K monthly,MYR,4500,5000,monthly
7223,RM2000 - Technician (TIG welding & Lathe machine) - Petaling Jaya,Kelly Services (Malaysia) Sdn Bhd,Selangor,MYR 1.5K - 2K monthly,MYR,1500,2000,monthly
7224,市场开发营业员（西马）,Farmland Solutions Sdn Bhd,"Pahang, Perak, Selangor",MYR 1.8K - 2.6K monthly,MYR,1800,2600,monthly
7226,DRAUGHTSPERSON,HLA Associates Sdn Bhd,Kuala Lumpur,MYR 1.9K - 2.7K monthly,MYR,1900,2700,monthly
7227,Deputy/Assistant Company Secretary,Agensi Pekerjaan Chrisjac Sdn Bhd,Kuala Lumpur,MYR 8K - 10K monthly,MYR,8000,1000,monthly
7230,Internship for Computer/IT Students,Keysight Technologies Malaysia Sdn. Bhd.,Penang,MYR 700 - 1.2K monthly,MYR,700,1200,monthly
7231,GURU BESAR,RAUDHAH ISLAMIC SDN. BHD.,Kajang/Bangi/Serdang,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
7233,Barista (The Curve),Berjaya Starbucks Coffee Company Sdn Bhd,Kuala Lumpur,MYR 1.3K - 1.5K monthly,MYR,1300,1500,monthly
7234,HR Generalist 人事专员,J&T EXPRESS (MALAYSIA) SDN. BHD. - PENANG,Butterworth,MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
7235,Internship for Sales & Marketing Students,Ecolex Sdn Bhd,Selangor,MYR 750 - 1K monthly,MYR,750,1000,monthly
7236,Operation Clerk,Taiko Marketing Sdn. Bhd.,Klang/Port Klang,MYR 1.6K - 2.4K monthly,MYR,1600,2400,monthly
7237,Special Rework Operator,Seki Aoi Techno (Malaysia) Sdn. Bhd.,Melaka,MYR 1.4K - 1.8K monthly,MYR,1400,1800,monthly
7239,Corporate Sales Account Manager,Royal Selangor International Sdn Bhd,Kuala Lumpur,MYR 4K - 5K monthly,MYR,4000,5000,monthly
7240,TECHNICIAN,Region Suppliers Sdn Bhd,"Kuala Lumpur, Selangor",MYR 1.8K - 2.2K monthly,MYR,1800,2200,monthly
7242,BEAUTY CUM AESTHETIC CONSULTANT,ALPS Wellness Centre,Pahang - Others,MYR 3.8K - 5K monthly,MYR,3800,5000,monthly
7244,IT Support,Big Bath Sdn Bhd,Kuala Lumpur,MYR 3K - 6K monthly,MYR,3000,6000,monthly
7248,SHIPPING EXECUTIVE,WAHBO (M) SDN BHD,Bukit Mertajam,MYR 3K - 3.3K monthly,MYR,3000,3300,monthly
7249,Team Lead - Record to Report (RTR),WPP Business Services Sdn Bhd,Selangor,MYR 5K - 8.5K monthly,MYR,5000,8500,monthly
7252,Internal Sales and Logistics Coordinator,VOSTERMANS VENTILATION SDN BHD,Klang/Port Klang,MYR 2K - 3.5K monthly,MYR,2000,3500,monthly
7254,Software Support Executive,Rockbell Software Sdn Bhd,Johor Bahru,MYR 2K - 3.5K monthly,MYR,2000,3500,monthly
7255,Priority Banking Area Manager,Hong Leong Bank Berhad,Johor Bahru,MYR 11K - 15K monthly,MYR,1000,1000,monthly
7256,Financial Advisor,Brilliant Harvest Agency,Selangor,MYR 5K - 10K monthly,MYR,5000,1000,monthly
7258,Accounts Assistant,Kee Lin Trading Sdn Bhd,George Town,MYR 1.8K - 2.4K monthly,MYR,1800,2400,monthly
